x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.022374603897333145,0.5741507411003113,-1.6665885027578042e-07,0.07350130379199982,0.5640742778778076,-0.0222859475761652,0.12399464845657349,0.5139351487159729,-0.027962541207671165,0.12263137102127075,0.42910781502723694,-0.03192365914583206,0.0850166529417038,0.3999978303909302,-0.029523352161049843,0.12500318884849548,0.4471798539161682,0.0024178647436201572,0.1350765824317932,0.38640138506889343,-0.020107461139559746,0.11625348031520844,0.4430082440376282,-0.031105071306228638,0.11316642165184021,0.4640697240829468,-0.0354946106672287,0.09587129950523376,0.42186298966407776,0.003816950833424926,0.096482053399086,0.37775325775146484,-0.020493777468800545,0.08230309188365936,0.4518570899963379,-0.025548726320266724,0.08718565106391907,0.4569161832332611,-0.02269311062991619,0.06496251374483109,0.4082423448562622,-0.00035196193493902683,0.06184959411621094,0.36935746669769287,-0.0278790220618248,0.0547420009970665,0.4425615966320038,-0.023205354809761047,0.06219564005732536,0.4519188702106476,-0.012277403846383095,0.03171157464385033,0.39984646439552307,-0.006277237553149462,0.0336352176964283,0.37585267424583435,-0.01913871429860592,0.03154582530260086,0.4237154424190521,-0.011127099394798279,0.03381635248661041,0.4355498254299164,-0.000993856112472713,1
0.029918041080236435,0.5547584295272827,-1.4791265812164056e-07,0.08154484629631042,0.5413241982460022,-0.0211601871997118,0.12952668964862823,0.48929253220558167,-0.028303729370236397,0.12484253942966461,0.40535736083984375,-0.03453687205910683,0.08508084714412689,0.3800978660583496,-0.03416210040450096,0.13076385855674744,0.42462190985679626,0.002786716679111123,0.1417071521282196,0.36241284012794495,-0.022586941719055176,0.12180133163928986,0.4229891002178192,-0.03523637354373932,0.11684688925743103,0.45057880878448486,-0.0399211123585701,0.1011236384510994,0.3991856575012207,0.0028522948268800974,0.10148152709007263,0.3519091308116913,-0.0238634180277586,0.08588365465402603,0.4290561378002167,-0.028638023883104324,0.09005352854728699,0.4406152069568634,-0.024560250341892242,0.0707964226603508,0.3861643075942993,-0.002893929835408926,0.0678817555308342,0.34899261593818665,-0.030744967982172966,0.0598272830247879,0.4213952124118805,-0.02431468293070793,0.06672313809394836,0.4357302486896515,-0.011517086066305637,0.0394509993493557,0.378221720457077,-0.010638820007443428,0.042142078280448914,0.3559131622314453,-0.02252826653420925,0.0389445424079895,0.40250682830810547,-0.013227344490587711,0.040401995182037354,0.4165498614311218,-0.0018528449581936002,1
0.06393465399742126,0.5297781229019165,-9.279715840193603e-08,0.11204193532466888,0.5039180517196655,-0.02129358798265457,0.1508631855249405,0.44759291410446167,-0.02494049444794655,0.14243216812610626,0.37874895334243774,-0.02732316590845585,0.10628686845302582,0.3674229383468628,-0.023433590307831764,0.15656553208827972,0.39620327949523926,0.009542357176542282,0.1502091884613037,0.3481712341308594,-0.010574208572506905,0.1354440450668335,0.40189963579177856,-0.021313881501555443,0.138913094997406,0.42598602175712585,-0.025311751291155815,0.12886129319667816,0.3807651698589325,0.011368236504495144,0.11360601335763931,0.33911287784576416,-0.012062584981322289,0.1059536412358284,0.4057471454143524,-0.017099661752581596,0.11817773431539536,0.4205758571624756,-0.013406563550233841,0.10193993896245956,0.37459665536880493,0.006892833858728409,0.08773085474967957,0.34413865208625793,-0.018519887700676918,0.08474510908126831,0.40600377321243286,-0.016738789156079292,0.09769945591688156,0.4190152883529663,-0.007229955866932869,0.0765291303396225,0.374119371175766,0.00012148804671596736,0.07400994002819061,0.35284507274627686,-0.01003094483166933,0.07165926694869995,0.38790634274482727,-0.0045632594265043736,0.07568953931331635,0.39700883626937866,0.0036775844637304544,1
0.10728181898593903,0.5512436032295227,-1.3378891594584275e-07,0.14469210803508759,0.5089777708053589,-0.020492656156420708,0.16885632276535034,0.4546189606189728,-0.02670019306242466,0.15011461079120636,0.39912232756614685,-0.030838927254080772,0.11865650862455368,0.3921372592449188,-0.030000444501638412,0.17304746806621552,0.40682217478752136,-0.0003218328347429633,0.16387683153152466,0.3698454201221466,-0.019382279366254807,0.15679684281349182,0.41850289702415466,-0.030459269881248474,0.16067387163639069,0.4360087215900421,-0.03553259000182152,0.14557605981826782,0.39847391843795776,0.0015673440648242831,0.13190396130084991,0.367443323135376,-0.01939421147108078,0.1310081034898758,0.42726102471351624,-0.025450285524129868,0.13818149268627167,0.438257098197937,-0.024248573929071426,0.12074148654937744,0.398843914270401,-0.001295501017011702,0.10585638880729675,0.37800318002700806,-0.023637285456061363,0.10970547795295715,0.4343969523906708,-0.02236950956285,0.11928309500217438,0.4440169632434845,-0.015068212524056435,0.09664023667573929,0.40746062994003296,-0.006076443009078503,0.08907714486122131,0.39010733366012573,-0.015833789482712746,0.09282776713371277,0.4256623685359955,-0.010740572586655617,0.09790193289518356,0.43867555260658264,-0.003560187527909875,1
0.028236757963895798,0.45848095417022705,-5.872076513924185e-08,0.06969377398490906,0.4163842797279358,-0.02237735502421856,0.09364071488380432,0.356344997882843,-0.026827922090888023,0.08557797968387604,0.29714804887771606,-0.0300497654825449,0.057813894003629684,0.2804873287677765,-0.02926592528820038,0.09878221899271011,0.32502222061157227,0.01240286324173212,0.09734749794006348,0.2715974450111389,-0.007679375819861889,0.08458233624696732,0.2946270704269409,-0.022514473646879196,0.07892545312643051,0.3177289366722107,-0.028556635603308678,0.07322254776954651,0.3118780851364136,0.018399469554424286,0.06316228955984116,0.26112833619117737,-0.008550604805350304,0.0565444752573967,0.30267712473869324,-0.023183153942227364,0.06045067310333252,0.3338349163532257,-0.024315552785992622,0.047580402344465256,0.3063952326774597,0.018767917528748512,0.035555385053157806,0.26349490880966187,-0.007143970113247633,0.03468936309218407,0.3078754246234894,-0.01273141335695982,0.042549554258584976,0.33867886662483215,-0.006713359151035547,0.0232662595808506,0.30665087699890137,0.017257945612072945,0.018285293132066727,0.2781907320022583,0.003500864142552018,0.018820345401763916,0.30649062991142273,0.00202909205108881,0.027408670634031296,0.33011311292648315,0.006825537420809269,1
0.04752036929130554,0.7427111268043518,-3.74567932226455e-08,0.0898934006690979,0.6930766105651855,-0.02158951200544834,0.11670787632465363,0.6311599016189575,-0.025892501696944237,0.09344810247421265,0.5724331140518188,-0.029117131605744362,0.055085767060518265,0.5834560990333557,-0.026921531185507774,0.11586859822273254,0.5846430659294128,0.013144207186996937,0.1042107492685318,0.5356671810150146,-0.004323279485106468,0.0974155068397522,0.583250105381012,-0.016319146379828453,0.10301843285560608,0.6098691821098328,-0.021656492725014687,0.08368555456399918,0.582836925983429,0.016415808349847794,0.06598722189664841,0.5412614941596985,-0.00520021328702569,0.06710352748632431,0.5989356637001038,-0.01539034117013216,0.07784072309732437,0.6157110929489136,-0.01584676094353199,0.05578770115971565,0.588860034942627,0.013985894620418549,0.03871658444404602,0.5595903992652893,-0.008549871854484081,0.04562736302614212,0.6117860078811646,-0.01247201208025217,0.05895316228270531,0.6269677877426147,-0.0075317504815757275,0.02988053858280182,0.5998401045799255,0.00946552213281393,0.023773495107889175,0.579967737197876,0.0007415160653181374,0.029726393520832062,0.6130066514015198,0.0030677025206387043,0.038666706532239914,0.6293042302131653,0.008595182560384274,1
0.14394769072532654,0.7610265016555786,-1.7020973075432266e-07,0.19356146454811096,0.7218335866928101,-0.018659349530935287,0.22273015975952148,0.6496022343635559,-0.01811666041612625,0.20415601134300232,0.576348066329956,-0.01581176556646824,0.16501832008361816,0.5813167095184326,-0.0070645795203745365,0.22122356295585632,0.5989276766777039,0.01653726026415825,0.21159380674362183,0.5449882745742798,-0.0010817686561495066,0.2062905728816986,0.6030856370925903,-0.012772602960467339,0.21059668064117432,0.6288161873817444,-0.01741182990372181,0.19026827812194824,0.5979365110397339,0.01947908103466034,0.17532390356063843,0.5515505075454712,-0.0003824555315077305,0.17644228041172028,0.6193882822990417,-0.009077347815036774,0.1833377182483673,0.6341676712036133,-0.008395584300160408,0.16082820296287537,0.6012600064277649,0.016717489808797836,0.14577527344226837,0.5662452578544617,-0.0052984850481152534,0.15159215033054352,0.6303093433380127,-0.006881664507091045,0.16082750260829926,0.6434120535850525,-0.00023833200975786895,0.13046813011169434,0.6079527139663696,0.012288943864405155,0.12581396102905273,0.5823196768760681,0.0044048260897397995,0.13082781434059143,0.6231022477149963,0.009373153559863567,0.1354314237833023,0.6384337544441223,0.016988305374979973,1
0.1740736961364746,0.6922832131385803,-7.300358362272164e-08,0.22143933176994324,0.651782751083374,-0.012359646148979664,0.2530682384967804,0.5972586274147034,-0.016084112226963043,0.2410527467727661,0.5262594223022461,-0.02004450373351574,0.20654307305812836,0.5166200995445251,-0.020414486527442932,0.2493346929550171,0.5439690351486206,0.009265685454010963,0.25193488597869873,0.49308156967163086,-0.004493203014135361,0.24571934342384338,0.5410612225532532,-0.014155630022287369,0.24538971483707428,0.5630814433097839,-0.019362960010766983,0.22050036489963531,0.5368587970733643,0.008097578771412373,0.2168647199869156,0.4903796911239624,-0.008798987604677677,0.2165246605873108,0.551518976688385,-0.015833105891942978,0.21810182929039001,0.5725017786026001,-0.016038790345191956,0.19283905625343323,0.5402603149414062,0.0035929924342781305,0.1858331710100174,0.5041011571884155,-0.013766828924417496,0.19217178225517273,0.5606626272201538,-0.012026061303913593,0.1964413821697235,0.5833902955055237,-0.005415451247245073,0.16308844089508057,0.5503383874893188,-0.0019532819278538227,0.1645619124174118,0.5203222036361694,-0.00910110305994749,0.17115086317062378,0.5550440549850464,-0.0028769068885594606,0.17423167824745178,0.5762091279029846,0.004713690839707851,1
0.13269490003585815,0.5361388325691223,-1.6384612422370992e-07,0.17995212972164154,0.5029275417327881,-0.021527541801333427,0.2188287079334259,0.43727824091911316,-0.024478068575263023,0.20491857826709747,0.3601120114326477,-0.02490072138607502,0.16947761178016663,0.346260130405426,-0.01817089505493641,0.21803922951221466,0.3845692276954651,0.007725826930254698,0.21783693134784698,0.32773685455322266,-0.012825158424675465,0.20771951973438263,0.39111316204071045,-0.02349086105823517,0.20932573080062866,0.41038089990615845,-0.027318187057971954,0.18884597718715668,0.3764829933643341,0.010819246992468834,0.18376919627189636,0.33076512813568115,-0.0097767673432827,0.17940475046634674,0.40600472688674927,-0.01444847509264946,0.1854674071073532,0.4075165390968323,-0.011520221829414368,0.16034992039203644,0.37578126788139343,0.008072292432188988,0.15277409553527832,0.34213048219680786,-0.01532558910548687,0.15444312989711761,0.4117862582206726,-0.011474735103547573,0.16381190717220306,0.4141246974468231,-0.0014348760014399886,0.13012002408504486,0.3783870339393616,0.0035325789358466864,0.12947705388069153,0.3545285761356354,-0.004276847001165152,0.13267983496189117,0.3993333876132965,0.004433578811585903,0.13611941039562225,0.4068853557109833,0.014471826143562794,1
0.21317778527736664,0.511759877204895,-1.3624848804738576e-07,0.2668728828430176,0.4912012219429016,-0.017889736220240593,0.31430694460868835,0.4308224618434906,-0.021906046196818352,0.3090180456638336,0.3475034832954407,-0.025019094347953796,0.27199721336364746,0.3331412971019745,-0.023174608126282692,0.30463525652885437,0.3622094988822937,0.004261822439730167,0.313959002494812,0.31311047077178955,-0.014551698230206966,0.3015844523906708,0.3683798015117645,-0.024228686466813087,0.300377756357193,0.38612571358680725,-0.029618440195918083,0.27435001730918884,0.34547731280326843,0.00374569627456367,0.27856168150901794,0.30376946926116943,-0.01797703467309475,0.27081498503685,0.3804227113723755,-0.022023020312190056,0.27416813373565674,0.3857461214065552,-0.019558383151888847,0.2427903115749359,0.34009939432144165,-0.0015021179569885135,0.24351783096790314,0.3100542426109314,-0.02694728784263134,0.2424810528755188,0.3834975063800812,-0.021817810833454132,0.2469417005777359,0.3899161219596863,-0.01179210003465414,0.20844154059886932,0.3402884900569916,-0.008097738027572632,0.21558496356010437,0.319818913936615,-0.02048872970044613,0.21828100085258484,0.36872053146362305,-0.012837626971304417,0.21930427849292755,0.37803980708122253,-0.00409818347543478,1
